Message.Text,id
There is a 6:45 and 7:30,22009
What name would you like this reserved under?,22010
This has been reserved. Enjoy your meal,22011
I am looking for an upscale restaurant in Atlanta where I can take a client.,22012
How many people in your party?,22013
"Rathbun's, Bone's Restaurant and Kyma all have great reviews",22014
Bone's Restaurant sounds good. Can I get a table tomorrow around 6PM,22015
Of course. What name would you like this reserved under?,22016
This has been reserved. Enjoy your meal.,22017
"OK Mr. Walker, your reservation is confirmed.  Enjoy your meal!",22018
"What's available Saturday night in Bangor, ME for a party of 3?",22019
Celebrity Bar & Grill and Godfrey's Grille-Sheraton are availiable both serving American cuisine.,22020
Celebrity Bar & Grill at 5 would be great.,22021
Ok What time would you like your reservation for?,22022
"How about Agami, Union Sushi, or Gyu-Kaku?",22023
"OK, how many people will be in your party?",22024
"Great, can you tell me exactly what time you'd like to go, specifically?",22025
"Awesome, I've booked your table for Agami for tonight. Have a great meal!",22026
deep dish pizza sounds good,22027
That sounds good. Can I get a table for 3 this Saturday around 4 PM,22028
"They do have a table available at 4, what is the name for the reservation?",22029
"OK Mr. Johnson, I have booked your table.  Enjoy your pizza!",22030
Good choice.  What date and time would you like to go?,22031
And how many people are in your party?,22032
"Thanks Mr. Mason, I have booked your table.  I hope you enjoy your meal!",22033
My sister loves French food; where should we go in Chicago for her birthday?,22034
I'll go with Le Bouchon,22035
Good choice.  What date and time would you like to go?,22036
And how many people are in your party?,22037
"You're all set Mr. Williams, I have reserved your table.  Thanks!",22038
Do you know where the best place to get chicken and waffles in New York?,22039
"Sweet Chick, Red Rooster and Sylvia's Soul Food restaurant are all excellent choices.",22040
Sylvia's Soul Food sounds good.,22041
What date and time would you like to go?,22042
How many people in your party?,22043
I apologize for any inconvenience this may have caused.,22044
Can you find me a great BBQ joint in Manhattan?,22045
I'll go with the dinosaur one.  Do they have parking?,22046
That's fine.  Go ahead and find me something for tomorrow around 5,22047
"OK Mr. Miller, you're all set, I have reserved the table.  Enjoy your meal!",22048
"Hi, I have a party of 2 looking for Sushi in Los Angeles tonight.",22049
I'll take The Room Sushi Bar,22050
Good choice.  What date and time would you like to go?,22051
on the 11th at 2 o'clock,22052
"Thanks Mr. Tucker, your table is reserved.  Enjoy your meal!",22053
"OK, did you want some place upscale, or something more casual?",22054
"Alright, I'm looking right now, just a few minutes!",22055
How about Bell + Whete or Font┬⌐?,22056
"Great, how many people will be in your party?",22057
"Excellent, and what time, specifically, should I try to book this for?",22058
"Alright then, I've booked you Font┬⌐ for tomorrow morning. Have a nice time!",22059
Do you know of any restaurants that have eating challenges in Atlanta?,22060
"Varsano's Pizzeria, The Ranch and the Vortex all have these",22061
the Vortex sounds good. Can I reserve a table for 3 tomorrow at 7PM,22062
Of course. What name would you like that reserved under?,22063
This has been reserved. ENjoy  your meal,22064
Congratulations!!  The Whistler is a 5 star rated bar located in downtown Chicago.,22065
I'll go with that.  Something around 6 this evening.,22066
How many people in your party?,22067
Is there anything else I can help you with?,22068
I'm looking for a restaurant with a nice view in Boston.,22069
How many people in your party?,22070
Top of the Hub sounds interesting. What's the view of?,22071
Sounds good. A table for 2 at noon on Saturday if it's available.,22072
Of course. What name would you like this reserved in?,22073
This has been reserved. Enjoy your meal?,22074
My sister doesn't eat meat- what is the best vegetarian restaurant in Dallas?,22075
Good choice.  What date and time would you like to go?,22076
How many people are in your party?,22077
"Thanks Mr. Close, your reservation is confirmed.  Enjoy your meal!",22078
"Hi, can I get reservations to PF Changs in Lexington, KY?",22079
"Tonight at 7 would be great, there will be two ofus.",22080
"Thanks Mr. Tyler, your reservation is confirmed.  Have a great day!",22081
Good choice.  What time would you like to go?,22082
And how many people are in your party?,22083
"Thanks Mr. Marquez, your reservation is confirmed.  Enjoy your meal!",22084
I am looking for seafood restaurant.,22085
What is your location? City and State is preferable.,22086
"Palm Bay, Florida...near Palm Bay HIgh.",22087
"Ozzie's Crabhouse, Rooney's and The Shack Seafood Restaurant all have good reviews",22088
I'd like something for tomorrow after 6.,22089
How many people in your party?,22090
What name would you like this reserved under?,22091
This has been reserved. Enjoy your meal,22092
What is the your recommendation for seafood in Manhattan?,22093
How many people in your party?,22094
What date and time would you like to go?,22095
"Atlantic Grill, Eastside 4pm, Amarone 4pm, Barfish Bistro 4pm",22096
What name would you like it booked under?,22097
I booked for you. Enjoy your meal. Have a great day.,22098
can you make reservations at feelings cafe in new orleans?,22099
sure- anything in new orlrans?,22100
"(Also, I don't think they take reservations in general, FYI)",22101
"OK, I'll see what I can do.",22102
"Alright, how about Flaming Torch, Lke, or Tomas Bistro?",22103
"Nice choice, what time and date would you like to book it for?",22104
Wednesday 8 pm for 2 please,22105
looking for nice French restaurant in Louisville KY,22106
What date and time would you like to go?,22107
How many people in your party?,22108
Please select from the following: 1) Brasserie Provence 2) La Chasse 3) Le Relais,22109
"Le Relais, let's go with that one!",22110
Sure thing! Your reservation is all set! Thanks!,22111
I'd like to reserve a table for 2 at Perch LA in Los Angeles please.,22112
What date and time would you like to go?,22113
Could you tell me what times are available on the evening of April 6th please?,22114
The evening looks wide open.  Any time from 5:00 until 10:30 p.m.,22115
What is the price range of this restaurant?,22116
The average meal is between $31 and $60.,22117
Great.  Please give me 6:30.,22118
And what name should I book that under?,22119
"Hello, can you recommend a restaurant with outdoor seating in New York?",22120
"Riverpark, Anella and Aurora all have great reviews and outdoor seating",22121
"Ok. 4 at Riverpark, please",22122
What date and time would you like to go?,22123
What name would you like this reserved under?,22124
this has been reserved. Enjoy your meal,22125
Oh cool Dave & Busters is in Houston!  Yes we love Dave and Busters.,22126
No I guess that is all I need help with thanks a ton!,22127
And how many people in your party?,22128
The Shannon Rose Irish Pub,22129
"Hi, I'm looking for a nice Chinese restaurant in Boston. Any recommendations?",22130
How many people in your party?,22131
"Taiwan Cafe, East Ocean City and Billy Tse Restaurant all have good ratings",22132
Billy Tse sounds good. Can I book reservations for tomorrow at 8?,22133
Of course. What name would you like this reserved in?,22134
This has been reserved. Enjoy your meal,22135
"Hello, can you help me find a restaurant serving Nigerian food in New York?",22136
What date and time would you like to go?,22137
How many people in your party?,22138
Please select from the following: 1) Farafina Cafe & Lounge 2) Braai 3) Barbes Restaurant,22139
"Excellent choice, your reservation is all set. Thank you.",22140
How many people in your party?,22141
"The Door, Negril Village and Miss Lily's all have great reviews",22142
What time do you prefer this?,22143
Great. What name would you like this reserved under?,22144
this has been reserved. Enjoy your meal,22145
What type of cuisine would you like to have?,22146
I'm looking for a good Chinese restaurant in San Francisco. Any recommendations?,22147
What date and time would you like to go?,22148
Tomorrow at 7 pm please.,22149
And how many people in your party?,22150
Hong Kong Lounge sounds good to me!,22151
"Can you book me a party of 4 in Chicago at a Steakhouse, please?",22152
"Hi there, did you want something really upscale, or something a little more casual?",22153
"Great, how about Gibsons, Mastro's, or Smith & Wollensky?",22154
"OK, what time and date, specifically, will this be for?",22155
lets go on sunday for lunch,22156
"Excellent, I've booked you Gibsons for Sunday afternoon! Enjoy!",22157
How many people in your party?,22158
What date and time would you like to go?,22159
"Saha 9pm, Arabian Nights 9pm, Arabian Sky Restaurant 9pm",22160
Are the Reviews good for each?,22161
Okay well surprse me then.  Pick one and I shall go :),22162
Saha looks good to me. What name would you like it book under?,22163
I booked that for you. Enjoy your meal. Have a great day.,22164
Sweeeeeet!  Have a wonderful day yourself.,22165
"Can you make reservations for a party of 10 for tomorrow night, at 7 pm?",22166
"I can for 7:45, would that work?",22167
What name would you like this reserved under?,22168
This has been reserved. ENjoy your meal,22169
Do you happen to have access to reviews for R'evolution in New Orleans?,22170
I would love that Party of 2 for April 22 6pm,22171
Great your reservation is all set. Thank you!,22172
"I'd like to dine at the Little Dipper in wilmington, nc tomorrow night at 8pm",22173
How many people in your party?,22174
"I'm sorry, 8 pm is unavailable. 9 pm and 9:30 pm are available, however.",22175
"The Capital Grille, Ocean Prime and Ruth's Chris are all excellent choices!",22176
Ocean Prime maybe.  What time do they close on Wednesday?,22177
I'd like something around 8 please.,22178
How many people in your party?,22179
"That sounds perfect, thanks. Saturday night at 8 would be swell as well",22180
Vintana Wine + Dine will work fine,22181
What are some gluten free restaurants in San Antonio?,22182
"Paloma Blanca sounds excellent, is there available seating tomorrow at 8pm?",22183
"Yes, would you like me to book it?",22184
How many people in your party?,22185
"Chop House Burgers, Smashburger and MOOYAH all have good reviews",22186
Oh Mooyah! Have heard of them but never been.  Let's go with them.,22187
What date and time would you like to go?,22188
Perfect. What name would you like this reserved under?,22189
This has been reserved. Enjoy your meal,22190
Do you prefer a certain cuisine?,22191
Copper Canyon under John Wayne please,22192
"What time would you like to go, and how many in your party?",22193
I need a gourmet chinese restaurant close to my home.,22194
What is your location? City and State is preferable.,22195
What date and time would you like to go?,22196
"Sure thing, your reservation is all set. Thank you!",22197
I'm looking for a farm to table dining experience in Oregon,22198
And how many people in your party?,22199
The first option sounds best,22200
"Hello, I'd like a table for 2 in Seattle tomorrow night, please.",22201
What time would you like to go?,22202
What kind of food does The Capital Grille serve?,22203
They serve American food and particularly steak,22204
ok. I'd like to go there.,22205
"Great, your reservation is all set. Thank you!",22206
"Sorry for the delay, I'd like 6pm if possible",22207
"Please book it under Dr. Tuco, and thanks!",22208
"Super, I've booked you Bru for Friday night. Enjoy!",22209
"I am looking for a Mexican Restaurant in Fairfield, Alabama",22210
Can you recommend a great Italian restaurant in Chicago?,22211
How many people in your party?,22212
What date and time would you like to go?,22213
"312 Chicago 6pm, A tavola 6pm Acanto 6pm.",22214
What name would you like it booked under?,22215
I booked for you. Enjoy your meal. Have a great day.,22216
Book me a table tomorrow in Seattle for 2 at 10pm for Chinese please,22217
"Ming China Bistro, Wild Ginger and Yu - 12 Tribes Resort are all excellent choices.",22218
lets do ming china bistro please,22219
Great! I was able to confirm the table for your party. Enjoy your meal.,22220
"Could you get me a reservation at Old World Restaurant in Huntington Beach, CA?",22221
What date and time would you like to go?,22222
Sunday at 6pm would be ideal,22223
How many people in your party?,22224
Great your 6:00PM reservation is all set. Thank you!,22225
"No, I just want to make sure I can drink",22226
I'll take Bill's Bar & Burger Downtown,22227
How many people will be in your party?,22228
"Super, and what time and date did you need this for, specifically?",22229
The name is Darius Rucker and that's it.,22230
"Super, I've booked your table at Bill's for tomorrow night! Have a nice time!",22231
How many people in your party?,22232
What time would you like this?,22233
What name would you like this reserved under?,22234
This has been reserved. Enjoy your meal,22235
Thanks a ton have a wonderful day!,22236
Can I have a reservation for 6 to a upscale French restaurant in Atlanta Ga,22237
"Great, let me take a look. Please give me a few minutes.",22238
"How about Atmosphere, Le Bilboquet, or Bistro Niko?",22239
Atmosphere sounds great! I would like to book the earliest available time,22240
Yes please! Lets book it thanks,22241
"No, that will be it, thanks!",22242
"Hi, can you find me a restaurant with live music in Los Angeles?",22243
How many people in your party?,22244
I'll take the Jazz place  at 8 tomorrow night.,22245
Great. What name would you like that reserved under?,22246
This has been reserved. Enjoy your meal,22247
"I need a table for two at Beaumont's in La Jolla, CA",22248
"That's perfect, you can go ahead with that time slow",22249
"Alright, I've booked your table at Beaumont's for Friday night. Have a nice meal!",22250
"Hello, I would like to find a good Mexican restaurant in my area.",22251
What is your location? City and State is preferable.,22252
"Yes please, for 3 people at 8 PM tonight",22253
"Italian please, and I would like to boo it for tonight",22254
"How would you feel about Scalini Fedeli, Il Cantinori, or Del Posto?",22255
"Excellent, anything else I need to know? Did you need it under a certain name?",22256
No that will be it! Lets book it under John Smith,22257
I need a reservation for 4 to Hutch's in Buffalo NY,22258
Good choice.  What date and time would you like to go?,22259
"OK Mr. Carter, your table is confirmed.  Enjoy your meal!",22260
Unfortunately that restaurant is not available in our system. Do you have a cuisine preference?,22261
Ah that's disappointing.  I guess let's do some kind of American cuisine then.,22262
"Let's do MK, sounds interesting.",22263
"Sure thing, your reservation is all set. Thank you!",22264
What date and time would you like to go?,22265
Saturday at 7pm would be perfect,22266
How many people in your party?,22267
There will be 3 of us,22268
Please select from the following: 1) Arnaud's 2) La Provence 3) Flaming Torch Restaurant,22269
I think La Provence is the winner!,22270
Great your reservation is all set. Thank you!,22271
I need a reservation for 4 to Grappa in Rochester NY,22272
Good choice.  What date and time would you like to go?,22273
How many people in your party?,22274
CanI have a reservation for 2 to a upscale Italian restaurant in Atlanta Ga,22275
What date and time would you like to go?,22276
I would like to go tomorrow around 9 PM,22277
Please select from the following: 1) La Grotta 2) Sotto Sotto 3) Portofino,22278
Great your reservation is all set. Thank you!,22279
Thank you have a great day!,22280
"Hello, what are you top three restaurants in the Los Angeles area?",22281
And how many people in your party?,22282
Can you make me a reservation for Denny's in Boston at 11:47 next Tuesday?,22283
Denny's doesn't take reservations. Can I help you with something else?,22284
How many people in your party?,22285
"Vinny's Ristorante 11:45, Miel 11:45, 29 Sudbury 11:45",22286
What date and time would you like to go?,22287
Tomorrow at the earliest time available please,22288
"Sure thing, your reservation is all set. Thank you!",22289
"Where can I have find some seafood in the city of Alpine, CA",22290
How many people in your party?,22291
"Hi, I'm looking for Indian food in Orlando, please.",22292
"OK, did you want something upscale or something a little more casual?",22293
Thanks. Mynt sounds good. I'm going to have a party of 5,22294
"Alright, and what time and date will this be for, specifically?",22295
I'd like to go Saturday at 7:00pm,22296
"Super, I've booked you Mynt for Saturday night. Enjoy! Hope I could help!",22297
"Hi, I'm looking for a sushi buffet in Orlando please.",22298
"Sure, that would be fine. Can I have reservations for tomorrow night at 7?",22299
Absolutely! How many people in your party?,22300
What Thai place in Boston makes the best curry?,22301
"Yes, they do have that available.  What is the name?",22302
"OK Mr. Smith, your reservation is all set.  Hope you enjoy your meal!",22303
"Hello, I'm lookin g for a good, moderately priced Korean restaurant in Manhattan.",22304
"Tomorrow at 8 pm, there are 4 people.",22305
"No problem, Gunbae works for me.",22306
"Saturday for lunch, so 11am to 1pm would be fine",22307
"Great, I'll take a look and see what I can find.",22308
"How about Blue Plate, Corazon, or Gracias Madre?",22309
"Corazon sounds fancy, I'll go with them",22310
"It's not super fancy, but it's pretty classy. This will be for two people, right?",22311
"Oh great, I'll go with noon then",22312
"I think if you put it under Dr. Maxwell, that would work just fine. Thanks!",22313
"Super, I've booked you Corazon for Saturday afternoon. Good luck with your date!",22314
Please select from the following: 1) Sierra Bonita Grill 2) Z'Tejas Gateway 3) Barrio Urbano,22315
Sierra Bonita Grill soubnds good,22316
Great your reservation is all set thank you!,22317
Find me a great seafood location in the Kearny Mesa area.,22318
What date and time would you like to go?,22319
How many people in your party?,22320
"Alright, did you want something upscale or something more casual?",22321
"Alright, how about Del Frisco's Grille, J. Alexander's, or Max Lager's?",22322
"OK, how many people will be in your party?",22323
"Alright, and what time should I try to book this for?",22324
Please book it now thanks!,22325
Hi can you recommend a French restaurant in Los Angeles,22326
What date and time would you like to go?,22327
How many people in your party?,22328
"Bistro Garden at Coldwater 6pm, AOC 6pm, Avec Nous 6pm",22329
What name would you that booked under?,22330
"Thanks Mr. Smith, your reservation is confirmed.  Hope you enjoy it!",22331
Thank you for your excellent service goodbye,22332
Hi can you recommend a Chinese restaurant in Los Angeles,22333
Let's go without first one you recommended,22334
Good choice.  What date and time would you like to go?,22335
And how many people are in your party?,22336
"Thanks Mr. Smith, your reservation is confirmed.  I hope you have a great time!",22337
Thank you for your excellent service goodbye,22338
Hi can you recommend a Japanese restaurant in Los Angeles,22339
Let's go with the second choice that is upscale thank you,22340
Good choice.  What date and time would you like to go?,22341
And how many people are in your party?,22342
"Thanks Mr. Smith, your reservation is confirmed.  Hope you enjoy it!",22343
Thank you for your excellent service goodbye,22344
"Hey there, did you still need my help? I can probably find you something nice!",22345
"Sorry for the delay, I'll go with Matador Room, thanks!",22346
"Great, I'll take the 6:30 then, if possible",22347
"Excellent, I've booked you Matador Room for Sunday night. Have a nice time!",22348
Hello! Can you tell me if Bern's Steakhouse in Tampa is accepting reservations?,22349
Yes they are What date and time would you like to go?,22350
"This Saturday, any time after 5pm",22351
What name shall I book the reservation in?,22352
"Actually, can we change that to Friday after 5pm?",22353
Sure thats no problem. What name will the reservation be in?,22354
How many people in your party?,22355
Hi I'd like some restaurant reservations please,22356
"OK, can you tell me your city and state first, please?",22357
"OK, and what type of food or cuisine would you like to try?",22358
"Alright, and did you want something casual or upscale?",22359
Upscale please. Its our anniversary,22360
"OK, how about Bouchon, L'Atelier Joel Robuchon, or Mon Ami Gabi?",22361
Mon Ami Gabi. I've heard great things about it.,22362
"Sorry, that's not available. Would you prefer 6:45, or 7:15?",22363
"Super, I've booked your table at Mon Ami Gabi for tomorrow night. Happy anniversary!",22364
Hi can you recommend a good German restaurant in Los Angeles,22365
How many people in your party?,22366
For tomorrow at 5 PM for three people,22367
"Wurstkche Restaurant, Wirtshaus and The Red Lion Tavern all have great reviews",22368
Let's go with the third one you recommend,22369
Wonderful. What name would you like this reserved in?,22370
Wonderful this is reserved. Enjoy your meal,22371
Thank you for your excellent service goodbye,22372
What date and time would you like to go?,22373
"Saturday at 6pm, but I can do within an hour of that time",22374
Can you reserve Larios for me?,22375
"Sure thing, your reservation is all set. Thank you!",22376
I would like to celebrate my Birthday at 1789 in DC on Thursday,22377
need a table for four people with  2 booster seats,22378
What time would you like your reservation,22379
Hi can you recommend a restaurant with a good waterfront view,22380
What is your location? City and State is preferable.,22381
"Hello Betty Fish House, Sea180 Coastal Tavern and Mitch's Seafood all have great reviews",22382
Let's go with the first one tomorrow at 6 PM for three people,22383
I have to go now please reservation my name Jake Olson. Thanks for your excellent,22384
This has been reserved. Enjoy your meal,22385
"Hi, can you get me a table at a Mexican restaurant in New York?",22386
What date and time would you like to go?,22387
I'd like to go Wednesday after next at 4p,22388
How many people in your party?,22389
Great choice your reservation is all set. Thank you!,22390
Hi can you recommend any Ethiopian restaurant in Los Angeles,22391
What date and time would you like to go? How many guests as well?,22392
Tomorrow at 6 PM for two people,22393
Great! I have reserved a table at Little Ethiopia for two tomorrow at 6 pm.,22394
Thank you for your excellent service goodbye,22395
I'll go with Cafe Du Soleil,22396
Success! You are reserved for 7pm on the nose tomorrow for 2,22397
Hi can you recommend a Chinese restaurant in Seattle Washington,22398
That table is available.  What is the name for the reservation?,22399
"Thanks Mr. Smith, your table is reserved.  I hope you have a great time!",22400
Thank you for your excellent service goodbye,22401
What date and time would you like to go?,22402
Saturday around 2pm would be nice,22403
How many people in your party?,22404
"Please book Gracias Madre for me, thanks!",22405
"You got it, your reservation is set. Thank you!",22406
"How about 18th & Vine, Artin's, or Kenny's Smoke House?",22407
Never been to Kenny's before.  Sounds good though do they have good reviews?,22408
Sounds really good with those reviews.,22409
Glad you like my recommendation! What time and date will this be for?,22410
"OK, and how many people will be in your party?",22411
Me my son and my wife so 3.,22412
Go ahead and book it!,22413
"Excellent, I've booked you Kenny's for tonight. Enjoy!",22414
"Thank you!  Correct, we're looking to eat at about 7:30 PM.",22415
Please find me a Korean BBQ restaurant in NYC,22416
Preferably tomorrow around 8 pm,22417
Great. And how many people in your party?,22418
I will have 4 people total,22419
What's a good Thai place in Seattle?,22420
Can you make a reservation for 2 at Buddha Ruksa for 6pm on Friday?,22421
I'm so sorry that isn't bookable on OpenTable let me find you something else,22422
6:30 is the earliest they have is that ok?,22423
Success! You are all set for 6:30pm,22424
What is your location? City and State is preferable.,22425
What date and time would you like to go?,22426
How many people in your party?,22427
What name would you like this reserved under?,22428
This has been reserved. enjoy your meal,22429
Simply outstanding have a wonderful day!,22430
"Can you please find me the closest seafood place? I am in ridgefield park, NJ",22431
I'd like to go tomorrow evening around 7 pm please,22432
Certainly. How many people in your party?,22433
there will be 6 people total in my party,22434
"Hi, I'm looking for a good Italian place in Newark, NJ for Saturday night.",22435
Sure thing! How many people in your party?,22436
 Verde Wine Bar sounds great. Can you make a reservation for 7pm?,22437
"Hi, can you book a nice bbq place in Orlando for me?",22438
What date and time would you like to go?,22439
How many people in your party?,22440
"Excellent choice, your reservation is all set. Thank you!",22441
"Hi, I'm looking to take my dad out for Steak in Hamilton, NJ. Any recommendations?",22442
What date and time would you like to go?,22443
How many people in your party?,22444
 Padrino's Bistro  sounds great. Can you make a reservation?,22445
Sure thing your reservation is all set. Thank you!,22446
What date and time would you like to go?,22447
"Tonight if possible, 9 PM.",22448
How many people in your party?,22449
"Can you book Mynt, under the name Matt?",22450
What date and time would you like to go?,22451
How many people in your party?,22452
"Let's do Reef, that sounds trendy.",22453
"Sure thing, your reservation is all set. Thank you!",22454
Do you know of any terrific hibachi restaurants near the Cleveland Ohio area?,22455
What date and time would you like to go?,22456
"April 9th, 3:30 PM if possible.",22457
How many people in your party?,22458
"Heard good things about Stir Crazy, let's do that.",22459
Great choice your reservation is all set. Thank you!,22460
"Hello, I need to find a good steakhouse in my area.",22461
What is your location? City and State is preferable.,22462
What date and time would you like to go?,22463
How many people in your party?,22464
Please select from the following: 1) Galaxy Restaurant (Circle L Steakhouse & The Wine Room),22465
I guess Galaxy it is. Book it.,22466
"You got it, your reservation is all set. Thank you!",22467
Mali Restaurant  sounds good.  Please book that.,22468
"What time would you like to go, and how many in your party?",22469
Please select from the following: 1) Besito Mexican - Roslyn,22470
Is that the only available option?,22471
It is all that is available in the area and Mexican food,22472
"Ok, lets go ahead and book that then",22473
"You got it, your reservation is all set. Thank you!",22474
Book me a table tomorrow in Seattle for 2 at 10pm for chinese please,22475
Please select from the following: 1) Ming China Bistro 2) Wild Ginger Seattle,22476
"Sure thing, your reservation is all set. Thank you!",22477
Do you have any on disney property or at disney springs,22478
Unfortunately we do not have anything on any Disney property,22479
You've got it. your reservation is all set. Thanks!,22480
What date and time would you like to go?,22481
"I'd like to go this thursday evening, maybe around 8 pm?",22482
How many people in your party?,22483
"4 in my party, were you able to locate that restaurant?",22484
"aw man. Ok, well i guess lets go with sakamai then, that sounds interesting",22485
"Great choice, your reservation is all set. Thank you",22486
I am looking for the best vegetarian restaurant in Philadelphia that accepts reservations,22487
"I need to reserve for this saturday evening, anytime is fine",22488
Sure thing. How many people in your party?,22489
"Lets go with Makiman Vegetarian Sushi, can you book me a table there please?",22490
"Yes, can we go with 730 pm please?",22491
"What's a good Indian place in Princeton, NJ?",22492
What date and time would you like to go?,22493
How many people in your party?,22494
Please select from the following: 1) Mehek 2) The Pind Restaurant,22495
Mehek sounds good. Can you make me a reservation?,22496
"I sure can, thanks your reservation is all set!",22497
 Please select from the following: 1) The Pink Door 2) Barolo 3) Mamma Melina,22498
"Great choice, your reservation is all set. Thank you!",22499
Your reservation is all set. Thanks!,22500
 Please select from the following: 1) Jack's BBQ 2) Rooster's Bar & Grill,22501
"You got it, your reservation is all set. Thank you!",22502
I would like to get Italian for three on tomorrow at 3pm in Seattle,22503
Please select from the following: 1) The Pink Door 2) Barolo 3) Mamma Melina,22504
Your reservation is confirmed. Thank you!,22505
What date and time would you like to go?,22506
How many people in your party?,22507
Please select from the following: 1) Aksum 2) Renata's Kitchen 3) Ariana - Voorhees,22508
"You got it, your reservation is all set. Thank you!",22509
What date and time would you like to go?,22510
I'd like to go Saturday night around 8 pm,22511
How many people in your party?,22512
I have 3 people in my party,22513
Please select from the following: 1) Famous Sichuan 2) Pulqueria 3) Red Egg,22514
Famous Sichuan sounds good. Can you please check on the dress code there?,22515
"Ok, yea let's go ahead and book that",22516
"You got it, your reservation is confirmed!",22517
What date and time would you like to go?,22518
Please select from the following: 1) Donatello 2) Cena 3) Maggiano's - Tampa,22519
"Sure thing, your reservation is all set. Thanks!",22520
Great! Thank you so much,22521
Can I get a reservation for Tappo in Buffalo NY for 4 people,22522
What date and time would you like to go?,22523
"Great choice, your reservation is confirmed. Thank you!",22524
What date and time would you like to go?,22525
"Let's say April 15th, 4 PM.",22526
How many people in your party?,22527
Please select from the following: 1) 00+Co 2) AnTalia 3) Pala,22528
Are there any good korean restaurants in Chicago?,22529
I'd like to go this friday night around 7pm please,22530
How many people in your party?,22531
"Sure, that sounds good, can you book me a table there?",22532
Please select from the following: 1) Oshun 2) Protocol Restaurant 3) Shango Bistro,22533
"Sure thing, your reservation is confirmed. Thank you!",22534
"Great choice, your reservation is all set. Thank you!",22535
What date and time would you like to go?,22536
What is the type of food at Murray's?,22537
Great! Go ahead and reserve it at Murray's,22538
"Sure thing, your reservation is all set. Thank you!",22539
Awesome! Thank you so much,22540
Boulevard Bistro sounds good.  Please book that.,22541
"Great choice, you reservation is all set. Thanks!",22542
What time would you like to go and how many in your party?,22543
I would like to go around 7 pm and have 7 people in my party,22544
Great choice your reservation is all set. Thank you!,22545
I would like to get American for two on tomorrow at 4pm in new orleans,22546
willa jean sounds perfect for me,22547
"Great choice, your reservation is all set. Thank you!",22548
can i get a reservation for three to erie grill in rochester ny,22549
What date and time would you like to go?,22550
Great your reservation is all set. Thank you!,22551
I need a reservation for Tratta for 4 people in Rochester NY,22552
What date and time would you like to go?,22553
Your reservation is all set. Thank you!,22554
What date and time would you like to go?,22555
DaVinci Ristorante & Wine Bar,22556
"Great choice, your reservation is all set. Thank you!",22557
"Hello, can you tell what the top ethnic restaurants in Portland, OR are?",22558
What date and time would you like to go?,22559
Saturday at 5:30 if you can find a place.,22560
How many people in your party?,22561
There are 8 of us,22562
Please select from the following: 1) Pacific Pie Co 2) smallwares 3) Al-Amir Lebanese Restaurant,22563
"Excellent choice, your reservation is confirmed. Thank you!",22564
"Hi, can I get a table at a French restaurant in Orlando?",22565
Let's go for Friday at 3 pm,22566
And how many people in your party?,22567
I need a reservation to grappa in rochester ny for 8 people,22568
What date and time would you like to go?,22569
"Sure thing, your reservation is all set. Thank you!",22570
What time would you like to go?,22571
How many people in your party?,22572
Please select from the following: 1) Cafe Santorini 2) Le Petit Greek 3) Sofi Restaurant,22573
"Sure thing, your reservation is all set. Thanks!",22574
Awesome! Thank you so much,22575
What's a good sports bar in orlando florida,22576
What date and time would you like to go?,22577
How many people in your party?,22578
Great your reservation is all set. Thank you!,22579
"Hello, are there any restaurants serving Lebanese food in Portland, OR?",22580
What date and time would you like to go?,22581
How many people in your party?,22582
"Excellent choice, your reservation is conformed. Thank you!",22583
"Hello, can you book me at a restaurant with vegan menu option in Portland, OR?",22584
What date and time would you like to go?,22585
I'd like to go on the 25th at 6:30p,22586
How many people in your party?,22587
"Great choice, your reservation is all set. Thank you!",22588
"Sure, I am more than happy to assist you with your request!",22589
It appears that most seafood restaurants have reservations later in the afternoon.,22590
ok 3pm works at cappital grille,22591
Great! I was able to confirm the table for your party. Enjoy your meal.,22592
"Sure, I am more than happy to assist you with your request!",22593
What name would you like this under?,22594
Great! I was able to confirm the table for your party. Enjoy your meal.,22595
I'm looking for a place that serves good macaroni and cheese.  07628 area code.,22596
What date and time would you like to go?,22597
"Preferably the day after tomorrow, at about 6 pm?",22598
How many people in your party?,22599
"ok, I'll take Alfredo, under the name Robert please.",22600
"Great choice, your reservation is confirmed. Thank you!",22601
I need a recommendation for a Mexican restaurant near rochester ny for four people,22602
"Monte Alban, La Casa Restaurant and Dorado all have good reviews",22603
Dorado on Friday at six,22604
Wonderful. What name would you like this reserved under?,22605
This has been reserved Mr. Wayne. Enjoy your meal,22606
"Hi, I am looking for an Italian place in Madison, Wisconsin.  Something upscale.",22607
"How about Cento, Nostrano, or Villa Dolce?",22608
Does Cento have a wine list?,22609
Did you want to book Centro?,22610
"OK, how about 6 or 6:30? Either of those sound good?",22611
"Go ahead and book that, in the name of John Clark.",22612
"Super, I've booked you Centro for Thursday night. Enjoy!",22613
"Im looking for a seafood restaurant for 4 for friday night in Virginia beach, Va.",22614
"OK, did you want something casual, or something more upscale?",22615
"casual would be great. My husband couldnt handle upscale , hes to redneck!",22616
"Ha! How about The Landing, One Fish Two Fish, or Hot Tuna?",22617
Hot tuna sounds good. He should have some great jokes about that name.,22618
"OK, I've booked you Hot Tuna for Friday! Have a great time!",22619
What date and time would you like to go?,22620
"Lou Malnati's Pizzeria, Giordano's and Coalfire all have good reviews",22621
Which one is a buffet?,22622
